,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
314170,2015,1,21,3,MQ,3368,N648MQ,PIT,ORD,1505,1519.0,14.0,11.0,1530.0,99.0,97.0,69.0,413,1539.0,17.0,1544,1556.0,12.0,0,0,,,,,,
2210120,2015,5,20,3,F9,934,N927FR,MSP,TTN,2000,2006.0,6.0,16.0,2022.0,145.0,144.0,122.0,989,2324.0,6.0,2325,2330.0,5.0,0,0,,,,,,
3527107,2015,8,7,5,WN,2342,N8620H,MDW,OAK,2005,2015.0,10.0,7.0,2022.0,280.0,272.0,260.0,1844,2242.0,5.0,2245,2247.0,2.0,0,0,,,,,,
4018066,2015,9,7,1,DL,2621,N818DA,DTW,SFO,1222,1230.0,8.0,22.0,1252.0,308.0,305.0,274.0,2079,1426.0,9.0,1430,1435.0,5.0,0,0,,,,,,
4714705,2015,10,21,3,WN,612,N366SW,12889,14771,1755,1755.0,0.0,12.0,1807.0,90.0,85.0,67.0,414,1914.0,6.0,1925,1920.0,-5.0,0,0,,,,,,
2770617,2015,6,23,2,US,570,N523UW,PDX,PHX,2020,2015.0,-5.0,10.0,2025.0,157.0,161.0,133.0,1009,2238.0,18.0,2257,2256.0,-1.0,0,0,,,,,,
31653,2015,1,3,6,WN,1559,N621SW,MDW,MSP,625,625.0,0.0,36.0,701.0,90.0,107.0,64.0,349,805.0,7.0,755,812.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0
3768059,2015,8,22,6,AA,1443,N3DHAA,JFK,BOS,1225,1230.0,5.0,17.0,1247.0,70.0,63.0,38.0,187,1325.0,8.0,1335,1333.0,-2.0,0,0,,,,,,
1980298,2015,5,6,3,WN,2431,N387SW,DAL,LIT,1715,1721.0,6.0,7.0,1728.0,65.0,59.0,48.0,296,1816.0,4.0,1820,1820.0,0.0,0,0,,,,,,
1288264,2015,3,24,2,WN,3831,N7717D,LAS,SJC,2130,2130.0,0.0,14.0,2144.0,85.0,82.0,64.0,386,2248.0,4.0,2255,2252.0,-3.0,0,0,,,,,,
3429444,2015,8,2,7,WN,609,N203WN,MCI,FLL,940,936.0,-4.0,9.0,945.0,185.0,166.0,149.0,1242,1314.0,8.0,1345,1322.0,-23.0,0,0,,,,,,
4715143,2015,10,21,3,MQ,3070,N507MQ,13930,12197,1820,1815.0,-5.0,20.0,1835.0,131.0,123.0,96.0,738,2111.0,7.0,2131,2118.0,-13.0,0,0,,,,,,
325085,2015,1,22,4,WN,756,N7745A,SAN,PHX,1015,1012.0,-3.0,17.0,1029.0,70.0,71.0,50.0,304,1219.0,4.0,1225,1223.0,-2.0,0,0,,,,,,
3464522,2015,8,4,2,AA,1896,N177US,LAS,PHX,1000,956.0,-4.0,24.0,1020.0,67.0,78.0,46.0,255,1106.0,8.0,1107,1114.0,7.0,0,0,,,,,,
1060920,2015,3,11,3,WN,659,N460WN,STL,TPA,615,611.0,-4.0,8.0,619.0,130.0,132.0,119.0,869,918.0,5.0,925,923.0,-2.0,0,0,,,,,,
1937469,2015,5,4,1,WN,714,N967WN,DAL,LIT,740,736.0,-4.0,10.0,746.0,65.0,62.0,48.0,296,834.0,4.0,845,838.0,-7.0,0,0,,,,,,
5787644,2015,12,29,2,EV,5047,N740EV,DTW,PWM,1951,1950.0,-1.0,30.0,2020.0,114.0,128.0,83.0,668,2143.0,15.0,2145,2158.0,13.0,0,0,,,,,,
1704268,2015,4,19,7,US,1856,N114UW,PBI,CLT,1700,1713.0,13.0,22.0,1735.0,113.0,129.0,95.0,590,1910.0,12.0,1853,1922.0,29.0,0,0,,16.0,0.0,13.0,0.0,0.0
3288841,2015,7,24,5,EV,2688,N672AE,GPT,DFW,1907,1907.0,0.0,12.0,1919.0,108.0,100.0,78.0,500,2037.0,10.0,2055,2047.0,-8.0,0,0,,,,,,
2111678,2015,5,14,4,MQ,3620,N693MQ,ORD,CHA,1835,1831.0,-4.0,22.0,1853.0,110.0,97.0,70.0,501,2103.0,5.0,2125,2108.0,-17.0,0,0,,,,,,
469257,2015,1,31,6,MQ,3611,N527MQ,BUF,ORD,2010,2005.0,-5.0,9.0,2014.0,114.0,97.0,78.0,473,2032.0,10.0,2104,2042.0,-22.0,0,0,,,,,,
5606367,2015,12,18,5,MQ,3276,N922MQ,LRD,DFW,826,810.0,-16.0,15.0,825.0,89.0,91.0,64.0,396,929.0,12.0,955,941.0,-14.0,0,0,,,,,,
5759644,2015,12,28,1,AA,1263,N3ACAA,JFK,LAS,730,730.0,0.0,31.0,801.0,359.0,353.0,316.0,2248,1017.0,6.0,1029,1023.0,-6.0,0,0,,,,,,
3546786,2015,8,9,7,DL,1718,N596NW,MCO,ATL,820,819.0,-1.0,15.0,834.0,100.0,83.0,61.0,404,935.0,7.0,1000,942.0,-18.0,0,0,,,,,,
4391712,2015,10,1,4,WN,462,N8301J,11292,11259,1105,1103.0,-2.0,10.0,1113.0,110.0,99.0,82.0,651,1335.0,7.0,1355,1342.0,-13.0,0,0,,,,,,
3688364,2015,8,17,1,F9,908,N949FR,RDU,TTN,1535,1522.0,-13.0,15.0,1537.0,79.0,80.0,59.0,373,1636.0,6.0,1654,1642.0,-12.0,0,0,,,,,,
2069168,2015,5,12,2,EV,4979,N856AS,LGA,CAE,940,1115.0,95.0,28.0,1143.0,145.0,131.0,100.0,617,1323.0,3.0,1205,1326.0,81.0,0,0,,0.0,0.0,81.0,0.0,0.0
5642310,2015,12,20,7,DL,1803,N925DL,RDU,ATL,1339,1333.0,-6.0,18.0,1351.0,92.0,86.0,60.0,356,1451.0,8.0,1511,1459.0,-12.0,0,0,,,,,,
1873410,2015,4,30,4,UA,1111,N53441,SFO,EWR,656,657.0,1.0,21.0,718.0,335.0,331.0,301.0,2565,1519.0,9.0,1531,1528.0,-3.0,0,0,,,,,,
1048551,2015,3,10,2,OO,2763,N875AS,PHX,SBA,1010,1003.0,-7.0,21.0,1024.0,103.0,101.0,77.0,455,1141.0,3.0,1153,1144.0,-9.0,0,0,,,,,,
2428307,2015,6,3,3,B6,183,N583JB,JFK,MCO,1359,1355.0,-4.0,21.0,1416.0,176.0,170.0,137.0,944,1633.0,12.0,1655,1645.0,-10.0,0,0,,,,,,
1385594,2015,3,30,1,MQ,3402,N822MQ,ORD,PIA,2030,2025.0,-5.0,13.0,2038.0,65.0,42.0,26.0,130,2104.0,3.0,2135,2107.0,-28.0,0,0,,,,,,
3037577,2015,7,10,5,WN,2434,N792SW,PVD,TPA,530,528.0,-2.0,9.0,537.0,185.0,170.0,156.0,1136,813.0,5.0,835,818.0,-17.0,0,0,,,,,,
3198337,2015,7,19,7,B6,341,N329JB,STX,SJU,1531,1531.0,0.0,6.0,1537.0,46.0,31.0,22.0,94,1559.0,3.0,1617,1602.0,-15.0,0,0,,,,,,
5048191,2015,11,12,4,DL,2469,N838DN,ORD,MSP,635,632.0,-3.0,22.0,654.0,94.0,111.0,86.0,334,820.0,3.0,809,823.0,14.0,0,0,,,,,,
2943200,2015,7,4,6,EV,3819,N11140,GSP,ORD,1038,1025.0,-13.0,17.0,1042.0,117.0,129.0,103.0,578,1125.0,9.0,1135,1134.0,-1.0,0,0,,,,,,
434766,2015,1,29,4,DL,1613,N936DN,IND,ATL,1417,1417.0,0.0,17.0,1434.0,101.0,84.0,63.0,432,1537.0,4.0,1558,1541.0,-17.0,0,0,,,,,,
1342093,2015,3,28,6,DL,2226,N686DA,ATL,FLL,800,801.0,1.0,12.0,813.0,106.0,111.0,92.0,581,945.0,7.0,946,952.0,6.0,0,0,,,,,,
368709,2015,1,25,7,UA,1746,N33262,SFO,LAS,1040,1041.0,1.0,22.0,1103.0,96.0,106.0,76.0,414,1219.0,8.0,1216,1227.0,11.0,0,0,,,,,,
5658011,2015,12,21,1,HA,148,N491HA,HNL,KOA,1256,1254.0,-2.0,12.0,1306.0,47.0,46.0,29.0,163,1335.0,5.0,1343,1340.0,-3.0,0,0,,,,,,
3040813,2015,7,10,5,HA,368,N484HA,HNL,KOA,827,818.0,-9.0,9.0,827.0,43.0,43.0,28.0,163,855.0,6.0,910,901.0,-9.0,0,0,,,,,,
3504881,2015,8,6,4,WN,45,N382SW,MCI,DAL,1530,1538.0,8.0,8.0,1546.0,85.0,78.0,65.0,460,1651.0,5.0,1655,1656.0,1.0,0,0,,,,,,
5422609,2015,12,6,7,UA,330,N465UA,MIA,ORD,1244,1240.0,-4.0,22.0,1302.0,196.0,185.0,159.0,1197,1441.0,4.0,1500,1445.0,-15.0,0,0,,,,,,
1553179,2015,4,10,5,DL,1105,N1402A,ATL,SLC,810,812.0,2.0,22.0,834.0,255.0,258.0,230.0,1590,1024.0,6.0,1025,1030.0,5.0,0,0,,,,,,
1102093,2015,3,13,5,UA,211,N465UA,ORD,IAD,1326,1334.0,8.0,21.0,1355.0,118.0,108.0,85.0,589,1620.0,2.0,1624,1622.0,-2.0,0,0,,,,,,
1377720,2015,3,30,1,WN,735,N491WN,MSY,BNA,1240,1237.0,-3.0,6.0,1243.0,85.0,77.0,66.0,471,1349.0,5.0,1405,1354.0,-11.0,0,0,,,,,,
5752534,2015,12,27,7,DL,2253,N946DN,MSP,DCA,1735,1734.0,-1.0,12.0,1746.0,144.0,135.0,120.0,931,2046.0,3.0,2059,2049.0,-10.0,0,0,,,,,,
2092126,2015,5,13,3,WN,775,N484WN,MCI,MSP,1600,1559.0,-1.0,14.0,1613.0,80.0,78.0,59.0,393,1712.0,5.0,1720,1717.0,-3.0,0,0,,,,,,
3192922,2015,7,19,7,F9,924,N902FR,RSW,TTN,1005,1004.0,-1.0,23.0,1027.0,157.0,189.0,149.0,1028,1256.0,17.0,1242,1313.0,31.0,0,0,,31.0,0.0,0.0,0.0,0.0
4274790,2015,9,23,3,UA,1234,N24224,IAH,AUS,2125,2123.0,-2.0,17.0,2140.0,58.0,50.0,27.0,140,2207.0,6.0,2223,2213.0,-10.0,0,0,,,,,,
2769727,2015,6,23,2,OO,4679,N448SW,MSP,LAN,1925,1922.0,-3.0,26.0,1948.0,93.0,104.0,72.0,455,2200.0,6.0,2158,2206.0,8.0,0,0,,,,,,
2777696,2015,6,24,3,UA,707,N441UA,LAS,SFO,1018,1115.0,57.0,25.0,1140.0,107.0,99.0,68.0,414,1248.0,6.0,1205,1254.0,49.0,0,0,,0.0,0.0,0.0,39.0,10.0
3045188,2015,7,10,5,MQ,3455,N826MQ,LGA,CHO,1235,1514.0,159.0,51.0,1605.0,88.0,117.0,60.0,305,1705.0,6.0,1403,1711.0,188.0,0,0,,32.0,0.0,0.0,156.0,0.0
1942936,2015,5,4,1,US,893,N547UW,CLT,DFW,1300,1312.0,12.0,19.0,1331.0,166.0,147.0,123.0,936,1434.0,5.0,1446,1439.0,-7.0,0,0,,,,,,
2219565,2015,5,21,4,MQ,3500,N693MQ,DFW,TLH,1230,1226.0,-4.0,30.0,1256.0,131.0,135.0,102.0,767,1538.0,3.0,1541,1541.0,0.0,0,0,,,,,,
417768,2015,1,28,3,OO,6410,N727SK,SFO,MTJ,1300,1257.0,-3.0,25.0,1322.0,129.0,123.0,94.0,791,1556.0,4.0,1609,1600.0,-9.0,0,0,,,,,,
3809748,2015,8,25,2,DL,1183,N695DL,ORF,ATL,700,655.0,-5.0,13.0,708.0,104.0,102.0,78.0,516,826.0,11.0,844,837.0,-7.0,0,0,,,,,,
4080827,2015,9,11,5,OO,2948,N821AS,YUM,PHX,1155,1155.0,0.0,13.0,1208.0,53.0,58.0,35.0,160,1243.0,10.0,1248,1253.0,5.0,0,0,,,,,,
2839452,2015,6,28,7,AA,937,N3DBAA,BWI,DFW,519,519.0,0.0,15.0,534.0,201.0,189.0,169.0,1217,723.0,5.0,740,728.0,-12.0,0,0,,,,,,
5441233,2015,12,7,1,DL,2221,N911DE,FLL,LGA,1510,1513.0,3.0,19.0,1532.0,175.0,163.0,138.0,1076,1750.0,6.0,1805,1756.0,-9.0,0,0,,,,,,
322904,2015,1,22,4,UA,275,N595UA,LAX,JFK,808,814.0,6.0,15.0,829.0,321.0,304.0,285.0,2475,1614.0,4.0,1629,1618.0,-11.0,0,0,,,,,,
650169,2015,2,12,4,DL,2548,N324US,MSP,MDW,1946,2039.0,53.0,12.0,2051.0,95.0,93.0,66.0,349,2157.0,15.0,2121,2212.0,51.0,0,0,,0.0,0.0,51.0,0.0,0.0
674478,2015,2,14,6,OO,2726,N506CA,DRO,PHX,1230,1227.0,-3.0,7.0,1234.0,79.0,75.0,63.0,351,1337.0,5.0,1349,1342.0,-7.0,0,0,,,,,,
331516,2015,1,22,4,UA,497,N824UA,ROC,ORD,1640,1640.0,0.0,11.0,1651.0,128.0,102.0,88.0,528,1719.0,3.0,1748,1722.0,-26.0,0,0,,,,,,
5429985,2015,12,6,7,MQ,3138,N604MQ,TVC,ORD,2023,2010.0,-13.0,8.0,2018.0,81.0,65.0,43.0,224,2001.0,14.0,2044,2015.0,-29.0,0,0,,,,,,
1875791,2015,4,30,4,NK,300,N633NK,MYR,LGA,903,857.0,-6.0,8.0,905.0,117.0,117.0,79.0,563,1024.0,30.0,1100,1054.0,-6.0,0,0,,,,,,
3129318,2015,7,15,3,WN,4004,N272WN,FLL,BWI,1300,1429.0,89.0,11.0,1440.0,155.0,145.0,129.0,925,1649.0,5.0,1535,1654.0,79.0,0,0,,0.0,0.0,77.0,2.0,0.0
5080320,2015,11,14,6,UA,1434,N17753,DCA,IAH,545,545.0,0.0,10.0,555.0,210.0,210.0,190.0,1208,805.0,10.0,815,815.0,0.0,0,0,,,,,,
4234514,2015,9,21,1,AA,1302,N3FPAA,FLL,DFW,1210,1200.0,-10.0,16.0,1216.0,192.0,188.0,158.0,1119,1354.0,14.0,1422,1408.0,-14.0,0,0,,,,,,
1322546,2015,3,26,4,US,630,N817AW,PHX,IND,2330,2324.0,-6.0,33.0,2357.0,192.0,228.0,184.0,1488,601.0,11.0,542,612.0,30.0,0,0,,30.0,0.0,0.0,0.0,0.0
4128170,2015,9,14,1,EV,2659,N830AS,DFW,SHV,1515,1506.0,-9.0,11.0,1517.0,58.0,48.0,32.0,190,1549.0,5.0,1613,1554.0,-19.0,0,0,,,,,,
3296989,2015,7,25,6,WN,1387,N926WN,TUS,LAS,1040,1035.0,-5.0,7.0,1042.0,70.0,68.0,55.0,365,1137.0,6.0,1150,1143.0,-7.0,0,0,,,,,,
5150616,2015,11,18,3,AA,1212,N878AA,DFW,MCO,1450,1446.0,-4.0,8.0,1454.0,147.0,156.0,143.0,985,1817.0,5.0,1817,1822.0,5.0,0,0,,,,,,
3132196,2015,7,15,3,OO,5568,N916SW,PSP,DEN,1550,1822.0,152.0,9.0,1831.0,136.0,123.0,108.0,776,2119.0,6.0,1906,2125.0,139.0,0,0,,0.0,0.0,0.0,139.0,0.0
493929,2015,2,2,1,MQ,3670,N902MQ,PNS,DFW,1550,1556.0,6.0,15.0,1611.0,129.0,143.0,115.0,604,1806.0,13.0,1759,1819.0,20.0,0,0,,14.0,0.0,0.0,6.0,0.0
5193481,2015,11,21,6,EV,4378,N13553,ELP,IAH,825,817.0,-8.0,11.0,828.0,119.0,125.0,107.0,667,1115.0,7.0,1124,1122.0,-2.0,0,0,,,,,,
4376770,2015,9,30,3,WN,2103,N962WN,SFO,SNA,1230,1234.0,4.0,10.0,1244.0,85.0,79.0,64.0,372,1348.0,5.0,1355,1353.0,-2.0,0,0,,,,,,
4367578,2015,9,29,2,EV,2723,N667GB,BTR,DFW,1934,1924.0,-10.0,6.0,1930.0,96.0,85.0,62.0,383,2032.0,17.0,2110,2049.0,-21.0,0,0,,,,,,
2495127,2015,6,7,7,MQ,3335,N813MQ,AZO,ORD,1540,1538.0,-2.0,14.0,1552.0,60.0,53.0,30.0,122,1522.0,9.0,1540,1531.0,-9.0,0,0,,,,,,
5515577,2015,12,12,6,UA,824,N486UA,LAX,SFO,1029,1033.0,4.0,16.0,1049.0,102.0,80.0,60.0,337,1149.0,4.0,1211,1153.0,-18.0,0,0,,,,,,
1287025,2015,3,24,2,EV,5340,N136EV,DTW,AUS,1945,1942.0,-3.0,13.0,1955.0,192.0,187.0,167.0,1149,2142.0,7.0,2157,2149.0,-8.0,0,0,,,,,,
2443174,2015,6,4,4,US,1745,N835AW,IAH,CLT,1159,1155.0,-4.0,12.0,1207.0,151.0,143.0,124.0,912,1511.0,7.0,1530,1518.0,-12.0,0,0,,,,,,
5186811,2015,11,20,5,AS,755,N464AS,IAH,SEA,1750,1750.0,0.0,16.0,1806.0,290.0,299.0,278.0,1874,2044.0,5.0,2040,2049.0,9.0,0,0,,,,,,
322079,2015,1,22,4,WN,1275,N508SW,SAT,ELP,720,715.0,-5.0,12.0,727.0,95.0,101.0,84.0,496,751.0,5.0,755,756.0,1.0,0,0,,,,,,
414914,2015,1,28,3,WN,4278,N473WN,DEN,MSP,1005,1017.0,12.0,34.0,1051.0,115.0,129.0,89.0,680,1320.0,6.0,1300,1326.0,26.0,0,0,,14.0,0.0,0.0,12.0,0.0
3801334,2015,8,24,1,AA,1512,N3BWAA,DFW,BOS,1510,1512.0,2.0,27.0,1539.0,230.0,225.0,191.0,1562,1950.0,7.0,2000,1957.0,-3.0,0,0,,,,,,
4135051,2015,9,15,2,AS,320,N514AS,SEA,SFO,605,613.0,8.0,14.0,627.0,128.0,124.0,103.0,679,810.0,7.0,813,817.0,4.0,0,0,,,,,,
2995030,2015,7,7,2,EV,4166,N14916,EWR,BDL,1430,1549.0,79.0,21.0,1610.0,56.0,57.0,30.0,116,1640.0,6.0,1526,1646.0,80.0,0,0,,1.0,0.0,0.0,79.0,0.0
3264136,2015,7,23,4,DL,1858,N901DA,AUS,ATL,1200,1158.0,-2.0,12.0,1210.0,140.0,182.0,153.0,813,1543.0,17.0,1520,1600.0,40.0,0,0,,40.0,0.0,0.0,0.0,0.0
3325510,2015,7,27,1,AA,686,N157UW,DEN,PHL,705,658.0,-7.0,14.0,712.0,215.0,198.0,180.0,1558,1212.0,4.0,1240,1216.0,-24.0,0,0,,,,,,
267714,2015,1,18,7,WN,1690,N439WN,DAL,OAK,1500,1456.0,-4.0,10.0,1506.0,235.0,224.0,208.0,1468,1634.0,6.0,1655,1640.0,-15.0,0,0,,,,,,
3185309,2015,7,18,6,AA,1186,N021AA,DFW,ATL,1820,1817.0,-3.0,13.0,1830.0,139.0,144.0,100.0,731,2110.0,31.0,2139,2141.0,2.0,0,0,,,,,,
5056081,2015,11,12,4,EV,4725,N29917,BTR,IAH,1424,1430.0,6.0,14.0,1444.0,70.0,71.0,50.0,253,1534.0,7.0,1534,1541.0,7.0,0,0,,,,,,
5728360,2015,12,26,6,OO,6479,N789SK,LAX,JAC,818,817.0,-1.0,29.0,846.0,143.0,164.0,127.0,784,1153.0,8.0,1141,1201.0,20.0,0,0,,20.0,0.0,0.0,0.0,0.0
2783901,2015,6,24,3,US,2031,N713UW,PHL,ATL,1630,1631.0,1.0,17.0,1648.0,136.0,142.0,115.0,666,1843.0,10.0,1846,1853.0,7.0,0,0,,,,,,
3612785,2015,8,13,4,EV,4719,N14916,CAK,ORD,606,600.0,-6.0,16.0,616.0,83.0,81.0,59.0,343,615.0,6.0,629,621.0,-8.0,0,0,,,,,,
881004,2015,2,27,5,WN,3945,N723SW,HOU,STL,1620,1634.0,14.0,13.0,1647.0,115.0,104.0,87.0,687,1814.0,4.0,1815,1818.0,3.0,0,0,,,,,,
69018,2015,1,5,1,WN,3214,N933WN,LBB,LAS,1140,1138.0,-2.0,8.0,1146.0,135.0,118.0,105.0,775,1131.0,5.0,1155,1136.0,-19.0,0,0,,,,,,
4229353,2015,9,21,1,AA,1469,N483AA,DFW,DAY,710,659.0,-11.0,20.0,719.0,142.0,134.0,109.0,861,1008.0,5.0,1032,1013.0,-19.0,0,0,,,,,,
2193478,2015,5,19,2,US,449,N651AW,PHX,BOI,2009,2034.0,25.0,12.0,2046.0,129.0,115.0,99.0,735,2325.0,4.0,2318,2329.0,11.0,0,0,,,,,,
2754573,2015,6,22,1,OO,5341,N947SW,DEN,RKS,2205,2154.0,-11.0,16.0,2210.0,68.0,58.0,40.0,260,2250.0,2.0,2313,2252.0,-21.0,0,0,,,,,,
2681605,2015,6,18,4,WN,864,N258WN,BWI,MHT,1510,1510.0,0.0,11.0,1521.0,80.0,75.0,58.0,377,1619.0,6.0,1630,1625.0,-5.0,0,0,,,,,,
3761843,2015,8,22,6,UA,789,N847UA,PDX,DEN,530,522.0,-8.0,11.0,533.0,155.0,135.0,118.0,991,831.0,6.0,905,837.0,-28.0,0,0,,,,,,
2051200,2015,5,11,1,EV,4673,N18557,IAH,SDF,835,834.0,-1.0,9.0,843.0,136.0,139.0,123.0,788,1146.0,7.0,1151,1153.0,2.0,0,0,,,,,,
1788712,2015,4,24,5,B6,266,N558JB,LGB,SMF,1749,1834.0,45.0,9.0,1843.0,82.0,82.0,71.0,387,1954.0,2.0,1911,1956.0,45.0,0,0,,0.0,0.0,45.0,0.0,0.0
1076872,2015,3,12,4,WN,2963,N249WN,OMA,LAS,540,543.0,3.0,9.0,552.0,185.0,161.0,146.0,1099,618.0,6.0,645,624.0,-21.0,0,0,,,,,,
1849592,2015,4,28,2,DL,2407,N979AT,JFK,MCO,1600,1553.0,-7.0,22.0,1615.0,190.0,177.0,140.0,944,1835.0,15.0,1910,1850.0,-20.0,0,0,,,,,,
1150744,2015,3,16,1,B6,1883,N580JB,JFK,MCO,1433,1440.0,7.0,13.0,1453.0,182.0,145.0,121.0,944,1654.0,11.0,1735,1705.0,-30.0,0,0,,,,,,
92311,2015,1,6,2,WN,46,N508SW,DAL,ELP,1905,1913.0,8.0,7.0,1920.0,105.0,88.0,78.0,562,1938.0,3.0,1950,1941.0,-9.0,0,0,,,,,,
2073995,2015,5,12,2,US,1700,N816AW,CLT,BDL,1430,1426.0,-4.0,12.0,1438.0,116.0,102.0,86.0,644,1604.0,4.0,1626,1608.0,-18.0,0,0,,,,,,
2820532,2015,6,26,5,WN,3149,N8615E,LAS,IND,1810,1814.0,4.0,15.0,1829.0,210.0,205.0,185.0,1590,34.0,5.0,40,39.0,-1.0,0,0,,,,,,
782086,2015,2,21,6,AA,332,N4XEAA,DFW,RDU,1130,1136.0,6.0,12.0,1148.0,146.0,142.0,127.0,1061,1455.0,3.0,1456,1458.0,2.0,0,0,,,,,,
4224257,2015,9,20,7,WN,1191,N7701B,SAN,SMF,1830,1828.0,-2.0,7.0,1835.0,90.0,86.0,63.0,480,1938.0,16.0,2000,1954.0,-6.0,0,0,,,,,,
5193724,2015,11,21,6,WN,2671,N930WN,SNA,LAS,840,840.0,0.0,7.0,847.0,65.0,57.0,43.0,226,930.0,7.0,945,937.0,-8.0,0,0,,,,,,
5417380,2015,12,6,7,WN,2820,N771SA,BDL,FLL,700,659.0,-1.0,10.0,709.0,200.0,170.0,155.0,1173,944.0,5.0,1020,949.0,-31.0,0,0,,,,,,
2774663,2015,6,24,3,EV,4134,N29917,MCI,IAH,725,839.0,74.0,17.0,856.0,123.0,123.0,98.0,643,1034.0,8.0,928,1042.0,74.0,0,0,,0.0,0.0,74.0,0.0,0.0
1379028,2015,3,30,1,WN,339,N490WN,FLL,ISP,1355,1350.0,-5.0,15.0,1405.0,175.0,150.0,131.0,1092,1616.0,4.0,1650,1620.0,-30.0,0,0,,,,,,
2024351,2015,5,9,6,OO,6409,N979SW,SLC,SFO,1140,1129.0,-11.0,26.0,1155.0,134.0,143.0,108.0,599,1243.0,9.0,1254,1252.0,-2.0,0,0,,,,,,
3116224,2015,7,14,2,WN,1257,N472WN,PHX,MCO,1710,1947.0,157.0,10.0,1957.0,255.0,245.0,231.0,1849,248.0,4.0,25,252.0,147.0,0,0,,0.0,0.0,0.0,109.0,38.0
1128139,2015,3,15,7,MQ,3410,N646MQ,DFW,BHM,845,840.0,-5.0,18.0,858.0,97.0,100.0,78.0,597,1016.0,4.0,1022,1020.0,-2.0,0,0,,,,,,
5220976,2015,11,23,1,WN,358,N248WN,LAS,PDX,735,731.0,-4.0,15.0,746.0,145.0,127.0,108.0,763,934.0,4.0,1000,938.0,-22.0,0,0,,,,,,
1711417,2015,4,20,1,WN,1786,N289CT,BWI,BDL,720,716.0,-4.0,7.0,723.0,65.0,56.0,45.0,283,808.0,4.0,825,812.0,-13.0,0,0,,,,,,
2833622,2015,6,27,6,EV,3944,N11544,PNS,IAH,1507,1532.0,25.0,18.0,1550.0,104.0,104.0,79.0,489,1709.0,7.0,1651,1716.0,25.0,0,0,,0.0,0.0,0.0,25.0,0.0
4804738,2015,10,27,2,WN,5084,N724SW,10721,11259,1350,1404.0,14.0,13.0,1417.0,260.0,242.0,224.0,1554,1701.0,5.0,1710,1706.0,-4.0,0,0,,,,,,
2899319,2015,7,1,3,B6,2417,N579JB,MCO,AUS,1450,1550.0,60.0,13.0,1603.0,153.0,151.0,133.0,994,1716.0,5.0,1623,1721.0,58.0,0,0,,0.0,0.0,58.0,0.0,0.0
3191922,2015,7,19,7,EV,4588,N16147,IAH,GJT,905,857.0,-8.0,27.0,924.0,165.0,159.0,130.0,979,1034.0,2.0,1050,1036.0,-14.0,0,0,,,,,,
2965098,2015,7,5,7,MQ,3236,N856MQ,AZO,ORD,1916,1905.0,-11.0,14.0,1919.0,68.0,57.0,32.0,122,1851.0,11.0,1924,1902.0,-22.0,0,0,,,,,,
3293202,2015,7,25,6,AA,879,N191UW,MSP,CLT,650,647.0,-3.0,13.0,700.0,152.0,150.0,107.0,930,947.0,30.0,1022,1017.0,-5.0,0,0,,,,,,
1748434,2015,4,22,3,EV,3957,N12924,SDF,ORD,1108,1101.0,-7.0,16.0,1117.0,87.0,80.0,59.0,287,1116.0,5.0,1135,1121.0,-14.0,0,0,,,,,,
2037821,2015,5,10,7,MQ,3436,N619MQ,DFW,CLL,1159,1244.0,45.0,21.0,1305.0,58.0,56.0,31.0,164,1336.0,4.0,1257,1340.0,43.0,0,0,,0.0,0.0,0.0,29.0,14.0
1107840,2015,3,13,5,DL,2024,N320US,ATL,BWI,1905,1916.0,11.0,20.0,1936.0,114.0,111.0,86.0,577,2102.0,5.0,2059,2107.0,8.0,0,0,,,,,,
2143577,2015,5,16,6,AS,464,N506AS,SEA,LAX,1855,1850.0,-5.0,17.0,1907.0,155.0,154.0,128.0,954,2115.0,9.0,2130,2124.0,-6.0,0,0,,,,,,
4750930,2015,10,23,5,AA,1659,N3BCAA,13303,15304,2145,2143.0,-2.0,13.0,2156.0,64.0,53.0,36.0,204,2232.0,4.0,2249,2236.0,-13.0,0,0,,,,,,
5440171,2015,12,7,1,WN,1726,N659SW,ONT,OAK,1405,1501.0,56.0,6.0,1507.0,75.0,68.0,57.0,362,1604.0,5.0,1520,1609.0,49.0,0,0,,0.0,0.0,5.0,44.0,0.0
3681914,2015,8,17,1,AA,342,N3EHAA,SFO,ORD,920,919.0,-1.0,22.0,941.0,258.0,254.0,216.0,1846,1517.0,16.0,1538,1533.0,-5.0,0,0,,,,,,
4983417,2015,11,8,7,WN,3015,N942WN,BDL,BWI,640,637.0,-3.0,13.0,650.0,80.0,69.0,51.0,283,741.0,5.0,800,746.0,-14.0,0,0,,,,,,
